Year,Month,gear_type,GEAR_NME,COMMON_NME,Weight(LBS),Weight(kg),Value($)
2013,10,gillnet,"GILL NET, SALMON",CHUM SALMON,1213666.78,550515.7,739627.95
2013,10,gillnet,"GILL NET, SALMON",PACIFIC SALMON AND NATIVE TROUT,2622.5,1189.54,21023
2013,11,gillnet,"GILL NET, SALMON",CHUM SALMON,234774.67,106493.01,139134.12
2014,4,gillnet,"GILL NET, SALMON",CHINOOK SALMON,148,67.13,431.2
2014,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,34564.04,15678.07,119529.6
2014,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),75,34,20.83
2014,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,81213.52,36837.92,275216.41
2014,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),480,217.68,133.33
2014,6,gillnet,"GILL NET, SALMON",CHUM SALMON,3935.64,1785.22,3712.47
2014,6,gillnet,"GILL NET, SALMON",COHO SALMON,3114.94,1412.93,3411.14
2014,6,gillnet,"GILL NET, SALMON",PINK SALMON,677.44,307.21,121.54
2014,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,630460.29,285974.9,1255555.56
2014,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,57424.83,26047.72,205595.61
2014,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),336,152.36,93.32
2014,7,gillnet,"GILL NET, SALMON",CHUM SALMON,297334.22,134869.96,193653
2014,7,gillnet,"GILL NET, SALMON",COHO SALMON,71951.94,32637.21,73207.18
2014,7,gillnet,"GILL NET, SALMON",PINK SALMON,1198991.38,543858.74,205054.21
2014,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,2409312.36,1092856.76,4376764.27
2014,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,223120.66,101206.82,466632.03
2014,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),21,9.52,5.82
2014,8,gillnet,"GILL NET, SALMON",CHUM SALMON,211444.38,95910.75,130332.52
2014,8,gillnet,"GILL NET, SALMON",COHO SALMON,115336.12,52316.19,115214.62
2014,8,gillnet,"GILL NET, SALMON",PINK SALMON,552158.92,250457.54,95646.09
2014,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,7186766.77,3259895.99,11411297.42
2014,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,27650.57,12542.15,67923.25
2014,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),24,10.88,6.66
2014,9,gillnet,"GILL NET, SALMON",CHUM SALMON,253701.53,115078.13,158468.54
2014,9,gillnet,"GILL NET, SALMON",COHO SALMON,86727.2,39339.21,86268.9
2014,9,gillnet,"GILL NET, SALMON",PINK SALMON,27015.8,12254.25,4763.93
2014,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,4333593.23,1965704.89,7347696.28
2014,10,gillnet,"GILL NET, SALMON",CHINOOK SALMON,2981.25,1352.27,6381.87
2014,10,gillnet,"GILL NET, SALMON",CHUM SALMON,1523041.54,690847.2,948590.27
2014,10,gillnet,"GILL NET, SALMON",COHO SALMON,8121.6,3683.96,8150.04
2014,10,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,2062,935.33,3451.99
2014,11,gillnet,"GILL NET, SALMON",CHUM SALMON,166918.78,75713.88,150010.86
2015,5,gillnet,"GILL NET, SALMON",CHINOOK SALMON,3287.31,1491.1,20908.9
2015,6,gillnet,"GILL NET, SALMON",CHINOOK SALMON,9133.61,4142.9,23861.99
2015,6,gillnet,"GILL NET, SALMON",COHO SALMON,6099.68,2766.8,6484.28
2015,6,gillnet,"GILL NET, SALMON",PINK SALMON,2958.72,1342.04,552.15
2015,6,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,285057.99,129301.38,893258.67
2015,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON,7388.72,3351.56,17678.16
2015,7,gillnet,"GILL NET, SALMON",CHINOOK SALMON (JACKS),18,8.16,6
2015,7,gillnet,"GILL NET, SALMON",CHUM SALMON,625739.48,283833.54,461489.01
2015,7,gillnet,"GILL NET, SALMON",COHO SALMON,13722.46,6224.44,13323.91
2015,7,gillnet,"GILL NET, SALMON",PINK SALMON,192181.18,87172.81,37301.56
2015,7,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,567602.38,257462.84,1119768.43
2015,8,gillnet,"GILL NET, SALMON",CHINOOK SALMON,38274.63,17361.25,80155.38
2015,8,gillnet,"GILL NET, SALMON",CHUM SALMON,907079,411448.34,626793.4
2015,8,gillnet,"GILL NET, SALMON",COHO SALMON,12123.74,5499.28,11362.1
2015,8,gillnet,"GILL NET, SALMON",PINK SALMON,75132,34079.58,14366.98
2015,8,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,201751.12,91513.78,393894.77
2015,9,gillnet,"GILL NET, SALMON",CHINOOK SALMON,3918.84,1777.58,9535.33
2015,9,gillnet,"GILL NET, SALMON",CHUM SALMON,182154,82624.54,130162.5
2015,9,gillnet,"GILL NET, SALMON",COHO SALMON,405.06,183.73,672.53
2015,9,gillnet,"GILL NET, SALMON",PINK SALMON,92,41.72,16.3
2015,9,gillnet,"GILL NET, SALMON",SOCKEYE SALMON,798.79,362.32,883.8
2015,10,gillnet,"GILL NET, SALMON",CHUM SALMON,1326922.92,601888.3,1077760.64
2015,10,gillnet,"GILL NET, SALMON",PINK SALMON,42,19.05,13.2
2015,11,gillnet,"GILL NET, SALMON",CHUM SALMON,81134.26,36802.26,53120.3
1996,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,698657.87,316909.11,286949.51
1997,7,troll,"TROLL, SALMON",SOCKEYE SALMON,420411.41,190697.33,729408.23
1997,8,troll,"TROLL, SALMON",PINK SALMON,1194041.85,541613.86,334029.36
1997,8,troll,"TROLL, SALMON",CHUM SALMON,40676.32,18450.48,14552.2
1997,10,troll,"TROLL, SALMON",CHUM SALMON,1506.74,683.45,422.2
1997,8,troll,"TROLL, SALMON",COHO SALMON,279162.28,126627.14,299064.96
1997,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,3286924.84,1490939.23,7906369.48
1998,10,troll,"TROLL, SALMON",CHUM SALMON,692226.53,313991.78,291241.31
1998,8,troll,"TROLL, SALMON",PINK SALMON,57677.88,26162.47,21377.35
1998,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,138871.7,62991.81,88361.13
1998,9,troll,"TROLL, SALMON",SOCKEYE SALMON,5564.88,2524.21,17889.76
1999,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,13127.13,5954.43,40027.55
1999,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1344.24,609.76,2488.87
2000,6,troll,"TROLL, SALMON",SOCKEYE SALMON,11671.9,5294.31,35315.49
2000,9,troll,"TROLL, SALMON",PINK SALMON,709.18,321.7,313.1
2000,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,42759.91,19395.74,136268.77
2001,11,troll,"TROLL, SALMON",CHINOOK SALMON,487.72,221.24,1326
2001,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,5788.01,2625.45,3624.46
2002,8,troll,"TROLL, SALMON",SOCKEYE SALMON,1075521.41,487853.33,3011777.96
2002,7,troll,"TROLL, SALMON",CHUM SALMON,311.52,141.3,127.74
2002,1,troll,"TROLL, SALMON",CHINOOK SALMON,8336.78,3781.53,23485.88
2002,12,troll,"TROLL, SALMON",CHINOOK SALMON,2546.44,1155.06,7121.4
2003,4,troll,"TROLL, SALMON",CHINOOK SALMON,425855.14,193166.59,932458.01
2003,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,3364.9,1526.33,8991.68
2003,6,troll,"TROLL, FREEZER, SALMON",PINK SALMON,5923.12,2686.72,2740.35
2004,9,troll,"TROLL, SALMON",CHINOOK SALMON,228126.1,103477.37,678773.14
2004,8,troll,"TROLL, SALMON",CHUM SALMON,1164.66,528.25,604.01
2004,2,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,198.59,90.08,666.76
2004,12,troll,"TROLL, SALMON",CHINOOK SALMON,382.2,173.37,1823.77
2005,5,troll,"TROLL, SALMON",CHINOOK SALMON,359664,163142.36,993401.18
2005,7,troll,"TROLL, SALMON",CHINOOK SALMON,214922.28,97488.14,549546.28
2005,6,troll,"TROLL, SALMON",CHINOOK SALMON,337874.8,153259.03,955864.74
2005,11,troll,"TROLL, SALMON",CHINOOK SALMON,17974,8152.96,63861.54
2005,3,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,12111.11,5493.53,28470.96
2006,7,troll,"TROLL, SALMON",CHINOOK SALMON,205016.98,92995.04,691599.03
2006,6,troll,"TROLL, SALMON",CHINOOK SALMON,399491.25,181208.06,1236312.85
2006,5,troll,"TROLL, SALMON",CHUM SALMON,72.9,33.07,52.68
2006,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1008.56,457.48,4109.45
2011,7,troll,"TROLL, SALMON",SOCKEYE SALMON,829.54,376.3,1781.16
2011,5,troll,"TROLL, SALMON",CHINOOK SALMON,476285.39,216041.64,1961797.82
2009,8,troll,"TROLL, SALMON",CHINOOK SALMON,151438.5,68692.03,544613.48
2009,5,troll,"TROLL, SALMON",CHINOOK SALMON,172726.74,78348.21,917507.8
2014,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,126841.6,57535,245054.35
2014,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,56268.7,25523.3,33416
2015,8,troll,"TROLL, SALMON",COHO SALMON,173224.6,78574.27,381447.9
2015,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,4074.76,1848.3,8173.95
2015,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,61903.39,28079.19,86114.95
2015,3,troll,"TROLL, SALMON",CHINOOK SALMON,4442.7,2015.16,28677.41
2007,9,troll,"TROLL, SALMON",COHO SALMON,34965.96,15860.41,74062.87
2007,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,287984.38,130628.9,1101860.49
2007,8,troll,"TROLL, SALMON",COHO SALMON,149418.29,67775.64,242642.03
2007,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,93282.71,42312.75,51471.95
2014,2,troll,"TROLL, SALMON",CHINOOK SALMON,3039.68,1378.78,20026.12
2010,6,troll,"TROLL, SALMON",CHINOOK SALMON,368804.69,167288.77,1496191.4
2010,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,6745.51,3059.74,5044.33
2010,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,315001.07,142883.47,1333601.61
2012,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,88454.26,40122.55,58166.38
2012,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,69200.48,31389.13,42964.15
2007,10,troll,"TROLL, SALMON",PACIFIC SALMON AND NATIVE TROUT,762.65,345.94,2386.58
2013,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,10348.97,4694.26,12081.25
1996,9,troll,"TROLL, SALMON",PINK SALMON,59384.68,26936.74,17185.91
1997,7,troll,"TROLL, SALMON",PINK SALMON,136435.86,61887.05,34507.72
1997,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,332047.9,150615.98,741769.61
1998,7,troll,"TROLL, SALMON",PINK SALMON,22552.71,10229.86,8095.15
1998,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,339740.16,154105.08,699993.92
1997,10,troll,"TROLL, FREEZER, SALMON",SALMON ROE,700,317.51,1186.04
1997,8,troll,"TROLL, FREEZER, SALMON",SALMON ROE,4178,1895.11,6937.3
1997,7,troll,"TROLL, FREEZER, SALMON",SALMON ROE,1147,520.28,1886.82
1999,8,troll,"TROLL, SALMON",CHUM SALMON,4151.8,1883.18,1763.04
1998,11,troll,"TROLL, SALMON",SALMON ROE,726,329.31,1327
2000,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,89992.94,40820.52,301367.08
2000,7,troll,"TROLL, SALMON",CHINOOK SALMON,226.56,102.77,436.21
2000,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,6676.91,3028.6,21042.15
2001,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,5754.51,2610.23,3566.68
2001,8,troll,"TROLL, SALMON",SOCKEYE SALMON,166083.15,75334.84,350577.21
2001,4,troll,"TROLL, SALMON",CHINOOK SALMON,31737.4,14395.96,84706.35
2001,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,103979.48,47164.83,254730.25
2001,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,1768.01,801.95,1086.5
2002,8,troll,"TROLL, SALMON",CHUM SALMON,6535.24,2964.31,2276.78
2002,8,troll,"TROLL, SALMON",CHINOOK SALMON,8945.88,4057.7,15495.03
2002,11,troll,"TROLL, SALMON",CHINOOK SALMON,4921.42,2232.34,12481.1
2002,9,troll,"TROLL, SALMON",PINK SALMON,474.36,215.16,85.11
2003,7,troll,"TROLL, SALMON",PINK SALMON,26320.88,11939.11,5126.4
2003,4,troll,"TROLL, SALMON",CHUM SALMON,4753.11,2156,2585.29
2003,8,troll,"TROLL, SALMON",CHINOOK SALMON,39316.64,17833.92,77807.1
2004,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,1618.61,734.2,880.68
2004,7,troll,"TROLL, SALMON",COHO SALMON,63347.12,28734.04,83960.61
2005,4,troll,"TROLL, SALMON",CHUM SALMON,322.14,146.11,222.44
2005,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,13044.9,5917.13,49955.06
2005,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,54826.21,24869.02,86148.41
2006,9,troll,"TROLL, SALMON",COHO SALMON,25099.42,11385.01,45588.61
2006,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,81849.41,37126.64,39774.87
2006,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,34648.96,15716.66,17489.94
2006,10,troll,"TROLL, SALMON",CHINOOK SALMON,93424.14,42376.91,240059.78
2009,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,669.77,303.81,450.11
2014,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,589356.34,267330.32,1417921.19
2014,10,troll,"TROLL, SALMON",COHO SALMON,104514.72,47407.58,198219.2
2015,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,1713.23,777.13,3780.8
2015,8,troll,"TROLL, SALMON",PINK SALMON,8175.68,3708.49,7678.7
2015,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,3042.5,1380.07,7498
2007,4,troll,"TROLL, SALMON",CHINOOK SALMON,41468.85,18810.12,186169.99
2007,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,328515.51,149013.69,1191121.3
2010,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,51877.22,23531.34,44074.31
2010,9,troll,"TROLL, SALMON",SOCKEYE SALMON,542370.82,246017.74,837198.48
2012,7,troll,"TROLL, SALMON",COHO SALMON,177219.74,80386.37,300282.11
2012,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,67445.55,30593.11,113483.63
2008,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,390491.6,177125.9,1013451.57
2008,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,118807.99,53890.9,322733.83
2008,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,25490.06,11562.25,125439.37
2013,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,575608.45,261094.35,1964341.26
2013,9,troll,"TROLL, SALMON",COHO SALMON,269328,122166.46,684114.25
2013,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,589.31,267.3,350
1997,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,22553.55,10230.26,13340.18
1997,6,troll,"TROLL, SALMON",CHINOOK SALMON,13284.44,6025.78,15509.15
1998,11,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,8800.45,3991.85,14899.82
1998,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,13196.76,5986.02,31806.64
2000,9,troll,"TROLL, SALMON",CHINOOK SALMON,66333.58,30088.68,202784.83
2000,9,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,127288.5,57737.69,440607.8
2000,6,troll,"TROLL, SALMON",CHINOOK SALMON,120.36,54.6,324.89
2001,7,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,16275.97,7382.74,46082.43
2002,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,7900.83,3583.76,3620.43
2002,7,troll,"TROLL, SALMON",PINK SALMON,5439.98,2467.56,1350.63
2002,9,troll,"TROLL, FREEZER, SALMON",COHO SALMON,292148.68,132517.78,353393.91
2003,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,1164818.03,528357.93,1641789.67
2003,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,156829.62,71137.51,510713.97
2003,7,troll,"TROLL, SALMON",SOCKEYE SALMON,10153.06,4605.39,21363.86
2003,9,troll,"TROLL, SALMON",PINK SALMON,66035.18,29953.35,14101.94
2004,10,troll,"TROLL, SALMON",CHINOOK SALMON,97293.36,44132.03,278844.34
2004,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,44379.76,20130.56,136019.46
2004,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,7536.2,3418.4,3387.93
2004,9,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,467.14,211.9,1552.59
2005,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,22216.63,10077.4,12668.47
2005,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,23343.19,10588.42,45092.16
2006,1,troll,"TROLL, SALMON",CHINOOK SALMON,16527.66,7496.91,84155.1
2006,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,9095.2,4125.57,4682.54
2006,6,troll,"TROLL, SALMON",PINK SALMON,639.78,290.22,166.75
2011,7,troll,"TROLL, SALMON",CHINOOK SALMON,207646.14,94187.67,624727.9
2011,6,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,827847.4,375509.19,3272235.24
2011,10,troll,"TROLL, SALMON",PINK SALMON,202,91.63,57.3
2009,8,troll,"TROLL, FREEZER, SALMON",PINK SALMON,45075.05,20445.93,22495.59
2009,9,troll,"TROLL, SALMON",CHINOOK SALMON,9293.44,4215.48,38694.36
2009,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,4992.63,2264.64,3287.46
2009,8,troll,"TROLL, SALMON",PINK SALMON,28164.78,12775.45,11611.3
2014,10,troll,"TROLL, SALMON",CHINOOK SALMON,13331.64,6047.12,41179.45
2014,5,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,25948.29,11770.06,104105
2015,10,troll,"TROLL, SALMON",CHUM SALMON,168081.79,76241.38,161785.67
2007,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,1468.11,665.92,861.46
2007,6,troll,"TROLL, SALMON",CHINOOK SALMON,434990.5,197310.34,1531691.98
2007,7,troll,"TROLL, SALMON",CHINOOK SALMON,170956.95,77545.53,582612.7
2007,7,troll,"TROLL, SALMON",PINK SALMON,7895.5,3581.37,3809.57
2007,9,troll,"TROLL, SALMON",CHUM SALMON,222.4,100.88,131.6
2010,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,570591.8,258818.83,1193723.57
2010,4,troll,"TROLL, SALMON",CHINOOK SALMON,36385.89,16504.51,185840.91
2012,7,troll,"TROLL, SALMON",SOCKEYE SALMON,655.76,297.44,1547.25
2008,7,troll,"TROLL, SALMON",PINK SALMON,10006.32,4538.87,3968.82
2013,8,troll,"TROLL, FREEZER, SALMON",COHO SALMON,580507.83,263316.78,1209864.02
2013,8,troll,"TROLL, SALMON",CHUM SALMON,172.28,78.15,111.6
1996,9,troll,"TROLL, FREEZER, SALMON",PINK SALMON,308499.59,139934.46,156874.34
1996,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,142667.77,64713.64,225722.7
1997,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,545110.88,247260.71,211598.99
1997,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,250674.21,113705.05,315820.37
1997,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,392556.26,178062.27,744047.15
1998,8,troll,"TROLL, SALMON",CHUM SALMON,21567,9782.61,8610.59
1998,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,1112307.61,504539.21,2116365.12
1998,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,322699.98,146375.75,517800.05
1998,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,8873.31,4024.89,4698.57
1998,7,troll,"TROLL, SALMON",CHUM SALMON,5102.16,2314.35,1955.35
1998,10,troll,"TROLL, FREEZER, SALMON",SALMON ROE,3926,1780.81,8798.45
2000,9,troll,"TROLL, SALMON",CHUM SALMON,24535.64,11129.31,18083.8
2001,7,troll,"TROLL, SALMON",CHUM SALMON,1326.92,601.89,659.91
2001,6,troll,"TROLL, SALMON",CHINOOK SALMON,4898.18,2221.8,11775.5
2001,1,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,4252.25,1928.8,11012.52
2003,7,troll,"TROLL, SALMON",COHO SALMON,3093.96,1403.41,2793.34
2003,6,troll,"TROLL, SALMON",PINK SALMON,8428.18,3823,3816.71
2004,5,troll,"TROLL, SALMON",CHINOOK SALMON,424697.27,192641.57,860070.15
2004,8,troll,"TROLL, SALMON",CHINOOK SALMON,12511.07,5674.96,33748.76
2004,5,troll,"TROLL, SALMON",PINK SALMON,18.88,8.58,7.25
2004,9,troll,"TROLL, SALMON",SOCKEYE SALMON,135.7,61.56,409.05
2005,3,troll,"TROLL, SALMON",CHINOOK SALMON,170549.48,77360.7,690932.65
2005,9,troll,"TROLL, SALMON",CHUM SALMON,25534.13,11582.22,12679.74
2005,8,troll,"TROLL, SALMON",PINK SALMON,18589.16,8431.98,6325.1
2005,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,224.55,101.86,111.22
2006,8,troll,"TROLL, SALMON",CHINOOK SALMON,191871.67,87032.4,800192.99
2005,10,troll,"TROLL, FREEZER, SALMON",SALMON ROE,567.4,257.37,1134.8
2006,7,troll,"TROLL, SALMON",COHO SALMON,77930.19,35348.89,116897.09
2006,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,57813.91,26224.23,54785.84
2006,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,1934.01,877.27,5150.92
2006,10,troll,"TROLL, SALMON",SALMON ROE,6876.1,3118.98,13752.2
2011,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,80886.05,36689.66,59118.95
2011,2,troll,"TROLL, SALMON",CHINOOK SALMON,16663.96,7558.69,95718.39
2011,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,72130.84,32718.34,267541.24
2011,6,troll,"TROLL, SALMON",CHUM SALMON,260.74,118.31,205.92
2009,8,troll,"TROLL, SALMON",COHO SALMON,287430.07,130377.54,520798.15
2009,7,troll,"TROLL, SALMON",CHINOOK SALMON,157242,71324.42,570937.61
2009,9,troll,"TROLL, SALMON",COHO SALMON,88582.73,40180.88,187972.86
2009,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,51126.88,23191.02,23668.82
2014,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,448521.31,203447.93,1341030.82
2014,6,troll,"TROLL, SALMON",CHINOOK SALMON,170245.09,77222.66,512320.8
2014,8,troll,"TROLL, SALMON",SOCKEYE SALMON,726422.41,329503.03,1538102.7
2014,8,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,491.13,222.76,289.4
2015,7,troll,"TROLL, SALMON",SOCKEYE SALMON,2836.72,1286.75,6668.65
2015,10,troll,"TROLL, SALMON",CHINOOK SALMON,15265.94,6924.6,55705.85
2015,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,228811.38,103788.21,584627.3
2009,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,7026.08,3187.01,16180.81
2007,5,troll,"TROLL, SALMON",PINK SALMON,358.13,162.46,155.68
2014,4,troll,"TROLL, SALMON",CHUM SALMON,133.22,60.44,76.4
2014,10,troll,"TROLL, FREEZER, SALMON",COHO SALMON,11611.9,5267.13,19647.5
2010,7,troll,"TROLL, FREEZER, SALMON",COHO SALMON,83861.55,38039.34,190708.77
2010,9,troll,"TROLL, SALMON",CHUM SALMON,2299.99,1043.27,2174.94
2010,6,troll,"TROLL, SALMON",CHUM SALMON,39.6,17.97,24.75
2012,8,troll,"TROLL, SALMON",COHO SALMON,202495.4,91851.4,396596.53
2010,10,troll,"TROLL, SALMON",CHUM SALMON,1677.25,760.79,1230.82
2010,10,troll,"TROLL, SALMON",CHINOOK SALMON,19494.08,8842.46,68966.68
2008,8,troll,"TROLL, SALMON",CHINOOK SALMON,137678.79,62450.65,609537.92
2008,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,321063.99,145633.73,1706692.09
2008,8,troll,"TROLL, SALMON",SOCKEYE SALMON,193.52,87.77,456.4
2013,7,troll,"TROLL, FREEZER, SALMON",PINK SALMON,113256.73,51372.89,75844.3
2013,7,troll,"TROLL, SALMON",PINK SALMON,23295.46,10566.75,11239.1
1996,10,troll,"TROLL, SALMON",CHUM SALMON,15226.4,6906.67,7214.96
1997,9,troll,"TROLL, SALMON",PINK SALMON,554563.3,251548.28,171209.26
1997,7,troll,"TROLL, SALMON",CHINOOK SALMON,806772.09,365949.1,1118214.97
1997,7,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,220283.61,99920.01,125155.02
1996,8,troll,"TROLL, FREEZER, SALMON",SALMON ROE,5349,2426.28,9306.37
1998,9,troll,"TROLL, SALMON",CHINOOK SALMON,97243.09,44109.16,188723.61
1998,9,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,4370.02,1982.22,2501.19
1998,10,troll,"TROLL, SALMON",SALMON ROE,2797,1268.69,5844
1999,11,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,18556.2,8417.03,53691.24
1999,9,troll,"TROLL, SALMON",SOCKEYE SALMON,2297.46,1042.07,7632.24
2000,8,troll,"TROLL, SALMON",CHINOOK SALMON,5562.62,2523.15,14589.71
2000,12,troll,"TROLL, SALMON",CHINOOK SALMON,3665.66,1662.73,10810.28
2001,12,troll,"TROLL, SALMON",CHINOOK SALMON,6261.86,2840.36,15990
2001,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,967.26,438.75,2290.11
2001,10,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,83017.16,37656.35,231772.45
2002,8,troll,"TROLL, FREEZER, SALMON",SOCKEYE SALMON,688069.7,312106.39,2352951.12
2002,4,troll,"TROLL, SALMON",CHINOOK SALMON,107275.1,48659.63,320856.5
2002,4,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,83649.57,37943.23,196908.58
2002,8,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,17159.81,7783.61,30429.23
2002,10,troll,"TROLL, FREEZER, SALMON",CHUM SALMON,13996.48,6348.77,6975.53
2003,5,troll,"TROLL, SALMON",PINK SALMON,106.24,48.22,36.19
2003,7,troll,"TROLL, FREEZER, SALMON",CHINOOK SALMON,698764.57,316957.53,972906.03
2003,1,troll,"TROLL, SALMON",CHINOOK SALMON,13663.22,6197.6,45012.21
2003,9,troll,"TROLL, SALMON",SOCKEYE SALMON,199.42,90.48,480.91
2004,11,troll,"TROLL, SALMON",CHINOOK SALMON,65771.78,29833.88,197667.91
2004,7,troll,"TROLL, SALMON",CHINOOK SALMON,381148.5,172887.86,862304.6
